player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Mame Biram Diouf,18,sn SEN,FW,29-351,90,1,0,0,0,3,1,0,0,29,2,1,1,0.5,0.5,0.0,1,0,8,15,53.3,0,19,3,1,1
Peter Crouch,25,eng ENG,FW,36-306,90,0,1,0,0,2,1,0,0,49,0,0,0,0.1,0.1,0.2,4,1,27,43,62.8,3,21,0,0,0
Eric Maxim Choupo-Moting,10,cm CMR,LM,28-254,69,0,0,0,0,0,0,0,0,34,1,1,1,0.0,0.0,0.0,1,0,19,22,86.4,2,24,2,6,3
Ramadan Sobhi,32,eg EGY,LM,20-313,21,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.1,1,0,6,8,75.0,0,9,2,2,2
Joe Allen,4,wls WAL,CM,27-263,90,0,1,0,0,1,0,0,0,51,3,3,1,0.0,0.0,0.4,4,1,30,36,83.3,4,28,1,2,2
Darren Fletcher,24,sct SCO,CM,33-304,69,0,0,0,0,0,0,0,0,37,1,0,0,0.0,0.0,0.0,0,0,30,34,88.2,1,25,0,0,0
Ibrahim Afellay,14,nl NED,CM,31-244,21,0,0,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.0,0,0,8,11,72.7,1,7,0,0,0
Xherdan Shaqiri,22,ch SUI,RM,26-053,90,1,0,0,0,4,1,1,0,56,1,0,0,0.5,0.5,0.4,3,0,38,46,82.6,3,35,4,0,0
Erik Pieters,3,nl NED,LB,29-117,90,0,0,0,0,0,0,0,0,74,1,4,2,0.0,0.0,0.0,1,0,51,64,79.7,5,41,1,0,0
Bruno Martins Indi,15,nl NED,CB,25-297,52,0,0,0,0,0,0,0,0,34,1,2,0,0.0,0.0,0.0,0,0,27,31,87.1,0,25,0,0,0
Kevin Wimmer,5,at AUT,CB,25-017,38,0,0,0,0,0,0,1,0,17,0,2,0,0.0,0.0,0.0,0,0,3,7,42.9,1,3,0,0,0
Ryan Shawcross,17,eng ENG,CB,30-059,90,0,0,0,0,0,0,0,0,41,1,0,5,0.0,0.0,0.0,1,1,19,22,86.4,0,11,0,0,0
Kurt Zouma,6,fr FRA,RB,23-036,90,0,0,0,0,0,0,0,0,59,1,0,1,0.0,0.0,0.0,1,0,38,51,74.5,3,36,3,1,1
Jack Butland,1,eng ENG,GK,24-267,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,20,33,60.6,0,18,0,0,0
