player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Salomón Rondón,9,ve VEN,FW,28-092,90,0,0,0,0,2,1,1,0,37,0,1,2,0.1,0.1,0.0,1,0,13,24,54.2,2,27,3,4,3
James McClean,14,ie IRL,"LW,RM,LM",28-239,90,0,0,0,0,0,0,0,0,47,3,2,1,0.0,0.0,0.0,2,0,24,36,66.7,3,34,2,1,0
Oliver Burke,17,sct SCO,RW,20-254,63,0,0,0,0,0,0,0,0,34,0,6,1,0.0,0.0,0.0,1,0,17,21,81.0,1,25,2,3,2
Jay Rodriguez,19,eng ENG,FW,28-141,27,0,0,0,0,2,1,0,0,10,0,0,1,0.1,0.1,0.0,1,0,4,7,57.1,1,8,1,0,0
Grzegorz Krychowiak,20,pl POL,"LM,CM",27-322,71,0,0,0,0,0,0,0,0,61,0,0,2,0.0,0.0,0.0,1,0,49,58,84.5,6,38,3,0,0
Chris Brunt,11,nir NIR,LM,33-003,19,0,0,0,0,1,0,0,0,20,0,0,0,0.0,0.0,0.1,3,0,10,19,52.6,3,14,0,0,0
Claudio Yacob,5,ar ARG,CM,30-152,45,0,0,0,0,0,0,0,0,23,1,2,0,0.0,0.0,0.0,0,0,15,20,75.0,0,16,0,0,0
Gareth Barry,18,eng ENG,CM,36-297,45,1,0,0,0,3,2,0,0,46,2,1,0,0.6,0.6,0.0,2,0,30,40,75.0,6,30,1,0,0
Jake Livermore,8,eng ENG,"RM,CM",28-033,90,0,0,0,0,1,1,0,0,66,1,1,0,0.0,0.0,0.0,1,0,53,61,86.9,8,54,1,0,0
Kieran Gibbs,3,eng ENG,LB,28-082,90,0,0,0,0,2,0,0,0,54,0,0,0,0.1,0.1,0.2,6,0,42,51,82.4,1,29,1,1,1
Jonny Evans,6,nir NIR,CB,29-348,90,0,1,0,0,1,0,0,0,55,2,2,0,0.4,0.4,0.5,1,1,36,45,80.0,3,27,1,1,1
Ahmed Hegazi,26,eg EGY,CB,26-326,90,0,0,0,0,0,0,0,0,49,2,2,3,0.0,0.0,0.0,2,0,34,39,87.2,7,26,1,2,2
Allan Nyom,2,cm CMR,RB,29-221,90,0,0,0,0,0,0,0,0,51,4,3,1,0.0,0.0,0.0,1,0,33,38,86.8,4,23,1,2,0
Ben Foster,1,eng ENG,GK,34-258,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,15,25,60.0,0,12,0,0,0
