player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Harry Kane,10,eng ENG,FW,24-197,90,1,0,0,0,4,2,0,0,29,1,0,1,0.9,0.9,0.0,2,0,14,19,73.7,5,20,1,2,0
Son Heung-min,7,kr KOR,LW,25-217,69,0,0,0,0,2,0,0,0,50,0,0,1,0.1,0.1,0.0,3,0,28,40,70.0,4,35,7,7,4
Érik Lamela,11,ar ARG,"RM,RW",25-343,21,0,0,0,0,2,1,1,0,9,0,0,1,0.5,0.5,0.5,3,0,5,6,83.3,3,5,1,0,0
Christian Eriksen,23,dk DEN,"RW,LM,LW",25-361,90,0,0,0,0,2,2,0,0,59,2,0,2,0.1,0.1,0.7,7,0,36,51,70.6,3,34,3,0,0
Dele Alli,20,eng ENG,"AM,FW",21-305,84,0,0,0,0,1,0,0,0,43,4,0,2,0.4,0.4,0.5,4,0,20,32,62.5,4,26,6,5,3
Victor Wanyama,12,ke KEN,"CM,FW",26-230,6,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,1,1
Mousa Dembélé,19,be BEL,"DM,CM",30-209,90,0,0,0,0,1,0,0,0,63,1,0,1,0.0,0.0,0.1,2,1,57,59,96.6,16,45,8,4,4
Eric Dier,15,eng ENG,"DM,CM",24-026,90,0,0,0,0,3,0,1,0,81,3,3,0,0.3,0.3,0.2,1,0,54,68,79.4,10,45,3,1,1
Ben Davies,33,wls WAL,LB,24-292,90,0,1,0,0,0,0,0,0,68,1,1,1,0.0,0.0,0.3,1,1,50,64,78.1,8,38,5,0,0
Jan Vertonghen,5,be BEL,CB,30-292,90,0,0,0,0,1,0,0,0,80,1,0,0,0.1,0.1,0.1,2,0,59,66,89.4,4,39,1,0,0
Davinson Sánchez,6,co COL,CB,21-243,90,0,0,0,0,1,0,0,0,70,1,1,3,0.0,0.0,0.0,0,0,53,59,89.8,1,44,0,0,0
Kieran Trippier,2,eng ENG,RB,27-144,90,0,0,0,0,1,1,0,0,60,0,1,1,0.3,0.3,0.1,4,0,38,54,70.4,4,26,1,3,3
Hugo Lloris,1,fr FRA,GK,31-046,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,25,33,75.8,0,18,0,0,0
