player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Raúl Jiménez,7,mx MEX,FW,33-183,72,0,0,0,0,2,1,0,0,25,1,1,0,0.1,0.1,0.0,0,0,11,15,73.3,0,21,0,0,0
Rodrigo Muniz,9,br BRA,FW,23-184,18,0,0,0,0,0,0,1,0,3,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0
Reiss Nelson,19,eng ENG,"LW,RW",24-330,81,0,0,0,0,3,2,0,0,65,0,0,3,0.2,0.2,0.1,8,0,46,53,86.8,3,49,10,9,5
Harry Wilson,8,wls WAL,RW,27-227,9,2,0,0,0,3,2,1,0,11,0,0,0,0.3,0.3,0.0,0,0,5,8,62.5,2,5,0,0,0
Alex Iwobi,17,ng NGA,"LW,RW",28-185,90,0,0,0,0,3,1,0,0,65,1,1,0,0.1,0.1,0.2,3,0,45,57,78.9,9,55,4,1,0
Emile Smith Rowe,32,eng ENG,AM,24-099,81,0,0,0,0,2,1,0,0,71,2,1,0,0.2,0.2,0.2,7,0,61,64,95.3,14,52,6,1,0
Tom Cairney,10,sct SCO,AM,33-289,9,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.1,5,1,10,12,83.3,2,8,0,0,0
Sander Berge,16,no NOR,DM,26-264,90,0,0,0,0,0,0,0,0,79,4,2,1,0.0,0.0,0.1,4,1,68,74,91.9,8,54,2,0,0
Andreas Pereira,18,br BRA,DM,28-308,64,0,0,0,0,2,0,0,0,56,1,0,1,0.1,0.1,0.0,3,0,33,46,71.7,9,29,1,1,1
Adama Traoré,11,es ESP,DM,28-284,26,0,1,0,0,3,0,0,0,17,0,0,0,0.2,0.2,0.1,5,1,6,11,54.5,0,9,4,3,2
Antonee Robinson,33,us USA,LB,27-088,90,0,1,0,0,0,0,0,0,100,0,4,0,0.0,0.0,0.2,6,1,79,95,83.2,10,56,7,4,4
Calvin Bassey,3,ng NGA,CB,24-309,90,0,0,0,0,2,2,0,0,80,2,0,1,0.0,0.0,0.0,0,0,61,72,84.7,4,52,0,0,0
Joachim Andersen,5,dk DEN,CB,28-157,90,0,0,0,0,2,1,0,0,103,0,1,0,0.1,0.1,0.0,2,0,76,97,78.4,5,71,0,0,0
Kenny Tete,2,nl NED,RB,29-026,72,0,0,0,0,2,1,0,0,57,4,3,2,0.1,0.1,0.0,3,0,41,44,93.2,4,30,2,0,0
Timothy Castagne,21,be BEL,RB,28-335,18,0,0,0,0,2,1,0,0,19,0,0,0,0.1,0.1,0.0,1,0,11,15,73.3,0,10,0,0,0
Bernd Leno,1,de GER,GK,32-245,90,0,0,0,0,0,0,0,0,49,0,0,0,0.0,0.0,0.0,0,0,41,48,85.4,0,37,0,0,0
