player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Jamie Vardy,9,eng ENG,FW,30-278,90,0,0,0,0,1,0,0,0,19,0,0,1,0.3,0.3,0.0,1,0,6,12,50.0,0,12,3,1,0
Kelechi Iheanacho,8,ng NGA,FW,21-013,73,0,0,0,0,0,0,1,0,20,0,0,0,0.0,0.0,0.1,1,0,12,14,85.7,1,12,2,2,1
Islam Slimani,19,dz ALG,FW,29-120,17,0,1,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.2,1,1,6,8,75.0,0,3,0,0,0
Marc Albrighton,11,eng ENG,"LM,WB",27-332,90,0,0,0,0,1,0,1,0,61,0,1,2,0.1,0.1,0.4,3,0,25,50,50.0,4,34,3,8,8
Wilfred Ndidi,25,ng NGA,CM,20-304,90,0,0,0,0,2,0,0,0,103,7,0,1,0.1,0.1,0.0,0,0,69,90,76.7,5,57,2,1,1
Vicente Iborra,21,es ESP,CM,29-273,89,0,0,0,0,2,0,0,0,76,0,1,2,0.1,0.1,0.3,3,0,54,67,80.6,7,43,1,0,0
Andy King,10,wls WAL,CM,28-352,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,1,1,0,0,0
Riyad Mahrez,26,dz ALG,"RM,AM",26-237,90,1,0,0,0,2,1,0,0,60,3,0,0,0.6,0.6,0.0,1,1,34,49,69.4,5,35,3,4,2
Christian Fuchs,28,at AUT,"LB,CB",31-192,90,0,0,0,0,0,0,0,0,105,6,1,0,0.0,0.0,0.1,2,0,68,91,74.7,8,53,1,0,0
Harry Maguire,15,eng ENG,CB,24-225,90,0,0,0,0,2,1,0,0,68,3,1,0,0.1,0.1,0.0,2,0,41,62,66.1,3,36,0,0,0
Wes Morgan,5,jm JAM,CB,33-268,90,0,0,0,0,0,0,0,0,33,0,1,1,0.0,0.0,0.0,0,0,19,25,76.0,1,12,0,1,1
Danny Simpson,2,eng ENG,RB,30-285,73,0,0,0,0,1,1,0,0,58,1,1,0,0.1,0.1,0.0,2,0,38,50,76.0,2,23,0,0,0
Ben Chilwell,3,eng ENG,WB,20-299,17,0,0,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.0,1,0,9,12,75.0,0,7,2,1,1
Kasper Schmeichel,1,dk DEN,GK,30-345,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,16,23,69.6,1,15,0,0,0
