player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Jeffrey Schlupp,15,gh GHA,"FW,CM",27-340,90,0,0,0,0,2,1,1,0,36,0,0,2,0.1,0.1,0.0,3,0,16,21,76.2,1,28,4,4,1
Jordan Ayew,9,gh GHA,FW,29-077,65,0,0,0,0,1,0,0,0,22,0,0,1,0.1,0.1,0.0,2,0,13,16,81.3,2,16,2,2,2
Christian Benteke,20,be BEL,FW,29-360,25,0,0,0,0,3,1,0,0,15,0,0,1,0.2,0.2,0.0,0,0,8,9,88.9,3,12,1,1,1
Eberechi Eze,25,eng ENG,LM,22-151,90,0,0,0,0,2,1,0,0,62,1,1,0,0.0,0.0,0.0,2,0,39,46,84.8,5,45,5,5,3
James McArthur,18,sct SCO,CM,33-051,81,0,0,0,0,0,0,0,0,90,5,3,3,0.0,0.0,0.1,1,0,67,75,89.3,9,54,2,1,1
Michy Batshuayi,23,be BEL,FW,27-056,9,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.1,1,0,3,3,100.0,1,2,0,0,0
Cheikhou Kouyaté,8,sn SEN,CM,30-342,90,0,0,0,0,3,0,0,0,63,2,0,1,0.2,0.2,0.0,2,0,46,52,88.5,3,37,0,0,0
Andros Townsend,10,eng ENG,RM,29-134,66,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.1,2,0,24,32,75.0,2,19,2,1,1
Jaïro Riedewald,44,nl NED,RM,24-079,24,0,0,0,0,0,0,0,0,14,2,0,0,0.0,0.0,0.0,0,0,11,12,91.7,2,9,0,0,0
Patrick van Aanholt,3,nl NED,LB,30-090,90,0,0,0,0,1,0,0,0,101,3,1,0,0.1,0.1,0.1,6,0,73,94,77.7,9,65,4,1,0
Gary Cahill,24,eng ENG,CB,34-344,90,0,0,0,0,0,0,0,0,70,0,0,0,0.0,0.0,0.0,1,0,50,61,82.0,4,37,0,0,0
Scott Dann,6,eng ENG,CB,33-287,90,0,0,0,0,0,0,1,0,71,1,2,0,0.0,0.0,0.0,1,0,50,67,74.6,1,44,1,1,1
Nathaniel Clyne,17,eng ENG,RB,29-236,90,0,0,0,0,0,0,0,0,53,1,2,1,0.0,0.0,0.0,0,0,34,47,72.3,2,32,0,0,0
Vicente Guaita,31,es ESP,GK,33-322,90,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,11,20,55.0,0,16,0,0,0
