player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won
Leandro Trossard,11,be BEL,"FW,AM",27-336,81,0,1,0,0,1,0,0,0,35,0,0,0,0.0,0.0,0.3,4,1,18,27,66.7,4,31,2,2,0
Deniz Undav,21,de GER,AM,26-109,9,0,0,0,0,1,1,0,0,2,0,0,0,0.1,0.1,0.0,0,0,1,1,100.0,1,4,0,0,0
Kaoru Mitoma,22,jp JPN,LW,25-169,89,1,0,0,0,1,1,0,0,52,3,0,1,0.1,0.1,0.1,8,3,39,44,88.6,7,39,6,3,2
Joël Veltman,34,nl NED,LW,30-294,1,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,3,3,100.0,0,2,1,1,0
Solly March,7,eng ENG,RW,28-108,90,0,0,0,0,3,1,0,0,68,1,0,3,0.3,0.3,0.2,7,1,48,58,82.8,9,43,7,2,2
Adam Lallana,14,eng ENG,AM,34-179,64,1,1,0,0,1,1,0,0,20,0,0,0,0.3,0.3,0.2,2,1,17,18,94.4,1,14,2,1,1
Danny Welbeck,18,eng ENG,FW,31-344,26,0,0,0,0,1,1,0,0,8,1,0,0,0.0,0.0,0.0,1,0,2,2,100.0,0,7,0,3,1
Moisés Caicedo,25,ec ECU,"DM,LB",21-003,90,0,0,0,0,1,0,0,0,92,3,1,1,0.0,0.0,0.0,2,0,73,81,90.1,7,63,2,2,2
Alexis Mac Allister,10,ar ARG,DM,23-316,90,0,0,0,0,5,2,0,0,70,3,0,0,0.2,0.2,0.0,3,0,57,61,93.4,5,51,0,2,1
Pervis Estupiñán,30,ec ECU,LB,24-288,81,0,0,0,0,1,0,0,0,81,1,2,0,0.0,0.0,0.0,2,0,61,75,81.3,4,65,7,0,0
Billy Gilmour,27,sct SCO,DM,21-147,9,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,15,17,88.2,0,15,0,0,0
Lewis Dunk,5,eng ENG,CB,30-349,90,0,0,0,0,1,0,0,0,122,0,1,1,0.0,0.0,0.0,2,0,110,113,97.3,7,105,0,0,0
Adam Webster,4,eng ENG,CB,27-305,90,0,0,0,0,2,0,0,0,119,0,0,0,0.2,0.2,0.0,1,0,105,115,91.3,9,102,1,0,0
Pascal Groß,13,de GER,RB,31-143,90,1,0,0,0,1,1,0,0,57,2,0,0,0.2,0.2,0.0,0,0,42,52,80.8,7,45,1,2,0
Robert Sánchez,1,es ESP,GK,24-352,90,0,0,0,0,0,0,0,0,32,0,1,0,0.0,0.0,0.0,0,0,27,29,93.1,0,28,0,0,0
